,Temperature (oC),VOC in Air,Alcohol in Air,Date
0,22.271342723659984,3.4302999424556666,2.214931672557004,2022-04-02 20:26:27.880911
0,22.271342723659984,3.4302999424556666,2.211695933130003,2022-04-02 20:26:29.879803
0,22.30899277364091,3.4302999424556666,2.211695933130003,2022-04-02 20:26:31.880457
0,22.30899277364091,3.3915394911284835,2.214931672557004,2022-04-02 20:26:33.879799
0,22.29016955185,3.3721592654648926,2.208463731963721,2022-04-02 20:26:35.879675
0,22.29016955185,3.4109197167920753,2.208463731963721,2022-04-02 20:26:37.879871
0,22.29016955185,3.3915394911284835,2.208463731963721,2022-04-02 20:26:39.879730
0,22.30899277364091,3.4109197167920753,2.20523506325773,2022-04-02 20:26:41.880124
0,22.29016955185,3.3915394911284835,2.211695933130003,2022-04-02 20:26:43.880665
0,22.30899277364091,3.3915394911284835,2.1955701940870953,2022-04-02 20:26:45.880214
0,22.271342723659984,3.3915394911284835,2.218170956057856,2022-04-02 20:26:47.879636
0,22.29016955185,3.4109197167920753,2.2020099212242736,2022-04-02 20:26:49.879732
0,22.29016955185,3.3915394911284835,2.179532190294693,2022-04-02 20:26:51.880805
0,22.29016955185,3.3915394911284835,2.1987883000882347,2022-04-02 20:26:53.879950
0,22.271342723659984,3.3721592654648926,2.2020099212242736,2022-04-02 20:26:55.880157
0,22.327812432462224,3.4109197167920753,2.2020099212242736,2022-04-02 20:26:57.880055
0,22.30899277364091,3.3915394911284835,2.1955701940870953,2022-04-02 20:26:59.879373
0,22.29016955185,3.4109197167920753,2.1955701940870953,2022-04-02 20:27:01.879937
0,22.30899277364091,3.3721592654648926,2.182732806620384,2022-04-02 20:27:03.879548
0,22.29016955185,3.4109197167920753,2.208463731963721,2022-04-02 20:27:05.880002
0,22.271342723659984,3.352779039801301,2.182732806620384,2022-04-02 20:27:07.880014
0,22.29016955185,3.352779039801301,2.2020099212242736,2022-04-02 20:27:09.880313
0,22.29016955185,3.3721592654648926,2.1763350547915414,2022-04-02 20:27:11.879010
0,22.29016955185,3.3721592654648926,2.1955701940870953,2022-04-02 20:27:13.880269
0,22.271342723659984,3.4109197167920753,2.1859369094562346,2022-04-02 20:27:15.879645
0,22.29016955185,3.3915394911284835,2.1987883000882347,2022-04-02 20:27:17.879839
0,22.271342723659984,3.3915394911284835,2.2020099212242736,2022-04-02 20:27:19.879822
0,22.29016955185,3.4496801681192575,2.211695933130003,2022-04-02 20:27:21.879761
0,22.30899277364091,3.527201070773623,2.218170956057856,2022-04-02 20:27:23.880270
0,22.29016955185,3.6047219734279885,2.283709947819294,2022-04-02 20:27:25.879616
0,22.271342723659984,3.643482424755171,2.3541065354406974,2022-04-02 20:27:27.879301
0,22.271342723659984,3.6241021990915794,2.415778248874729,2022-04-02 20:27:29.879544
0,22.30899277364091,3.6241021990915794,2.457595536046522,2022-04-02 20:27:31.879803
0,22.252512245581272,4.379930999971642,2.507110951040578,2022-04-02 20:27:33.880228
0,22.271342723659984,5.310181831824026,2.627037567776138,2022-04-02 20:27:35.879348
0,22.252512245581272,6.0853908583676795,2.881352110695278,2022-04-02 20:27:37.880811
0,22.23367807406379,6.589276725621053,3.290025980440909,2022-04-02 20:27:39.879922
0,22.214840165496184,6.550516274293873,3.763107849282904,2022-04-02 20:27:41.880249
0,22.1771529624545,6.162911761022046,4.216908546345528,2022-04-02 20:27:43.880468
0,22.158303580445477,5.775307247750217,4.517931684989843,2022-04-02 20:27:45.880053
0,22.1771529624545,5.407082960141982,4.7360500903681855,2022-04-02 20:27:47.880132
0,22.158303580445477,5.4264631858055745,4.9314538065188875,2022-04-02 20:27:49.880530
0,22.195998476205034,6.124151309694863,5.201631108535129,2022-04-02 20:27:51.880238
0,22.1771529624545,6.879980110574924,5.552209046028806,2022-04-02 20:27:53.879820
0,22.158303580445477,7.054402141547246,6.000700328331818,2022-04-02 20:27:55.879621
0,22.1771529624545,7.403246203491889,6.371370145164628,2022-04-02 20:27:57.880308
0,22.120593036135404,7.713329814109352,6.936397800946502,2022-04-02 20:27:59.880081
0,22.13945028631491,7.500147331809847,7.282296916424437,2022-04-02 20:28:01.879486
0,22.13945028631491,8.217215681362726,7.7355345669435405,2022-04-02 20:28:03.880561
0,22.13945028631491,8.856763128261242,8.136341912115713,2022-04-02 20:28:05.880034
0,22.120593036135404,9.321888544187434,8.538482633931647,2022-04-02 20:28:07.879596
0,22.120593036135404,9.10870606188793,8.909778489803553,2022-04-02 20:28:09.880177
0,22.06399710904526,8.585439968970961,9.119193553691158,2022-04-02 20:28:11.879742
0,22.120593036135404,7.945892522072449,9.30430826204771,2022-04-02 20:28:13.879521
0,22.158303580445477,7.442006654819073,9.430717090840394,2022-04-02 20:28:15.880792
0,22.120593036135404,6.938120787565698,9.446691199223414,2022-04-02 20:28:17.880050
0,22.120593036135404,6.724938305266193,9.543358046276527,2022-04-02 20:28:19.879463
0,22.13945028631491,6.976881238892879,9.608596263253258,2022-04-02 20:28:21.879954
0,22.120593036135404,7.674569362782169,9.641456994767463,2022-04-02 20:28:23.879884
0,22.101731785914126,7.500147331809847,9.641456994767463,2022-04-02 20:28:25.879458
0,22.101731785914126,7.190063721192384,9.641456994767463,2022-04-02 20:28:27.879734
0,22.13945028631491,6.899360336238515,9.559607565351712,2022-04-02 20:28:29.880532
0,22.13945028631491,6.763698756593376,9.592226526152086,2022-04-02 20:28:31.879738
0,22.120593036135404,7.22882417251957,9.559607565351712,2022-04-02 20:28:33.880473
0,22.1771529624545,7.22882417251957,9.57589700953519,2022-04-02 20:28:35.880382
0,22.158303580445477,7.325725300837526,9.592226526152086,2022-04-02 20:28:37.880166
0,22.13945028631491,7.286964849510342,9.592226526152086,2022-04-02 20:28:39.880457
0,22.158303580445477,6.9575010132292885,9.543358046276527,2022-04-02 20:28:41.880040
0,22.1771529624545,6.647417402611828,9.641456994767463,2022-04-02 20:28:43.880480
0,22.13945028631491,6.356714017657959,9.57589700953519,2022-04-02 20:28:45.880465
0,22.13945028631491,6.007869955713313,9.494847577242547,2022-04-02 20:28:47.878961
0,22.158303580445477,5.7365467964230366,9.335681743982684,2022-04-02 20:28:49.879885
0,22.1771529624545,5.465223637132757,9.088852267173545,2022-04-02 20:28:51.880107
0,22.13945028631491,5.23266092916966,8.865790890420518,2022-04-02 20:28:53.880302
0,22.13945028631491,5.038858672533747,8.636278728038409,2022-04-02 20:28:55.879642
0,22.158303580445477,4.9031970928886075,8.401433556284038,2022-04-02 20:28:57.880346
0,22.13945028631491,4.7869157389070605,8.097576600176469,2022-04-02 20:28:59.880336
0,22.214840165496184,4.670634384925512,7.833169867408373,2022-04-02 20:29:01.879465
0,22.1771529624545,4.5737332566075555,7.60395414828624,2022-04-02 20:29:03.879832
0,22.158303580445477,4.4574519026260075,7.417880828972886,2022-04-02 20:29:05.880051
0,22.195998476205034,4.438071676962416,7.16088458870517,2022-04-02 20:29:07.879996
0,22.1771529624545,4.3605507743080505,6.978438898973958,2022-04-02 20:29:09.879659
0,22.1771529624545,4.263649645990093,6.751238071336214,2022-04-02 20:29:11.879523
0,22.214840165496184,4.186128743335729,6.591981110249187,2022-04-02 20:29:13.880476
0,22.1771529624545,4.186128743335729,6.39017755906783,2022-04-02 20:29:15.880214
0,22.195998476205034,4.147368292008546,6.2325185347073955,2022-04-02 20:29:17.879151
0,22.158303580445477,4.089227615017773,6.088568990726127,2022-04-02 20:29:19.879077
0,22.195998476205034,4.089227615017773,5.94012503636186,2022-04-02 20:29:21.880438
0,22.214840165496184,4.011706712363406,5.7961161386306195,2022-04-02 20:29:23.879454
0,22.195998476205034,4.031086938026998,5.680711949445873,2022-04-02 20:29:25.880665
0,22.1771529624545,3.9923264866998154,5.552209046028806,2022-04-02 20:29:27.878967
0,22.195998476205034,3.9729462610362245,5.442622813673135,2022-04-02 20:29:29.879505
0,22.214840165496184,3.9341858097090414,5.335602145285657,2022-04-02 20:29:31.879988
0,22.1771529624545,3.9535660353726323,5.223683043568658,2022-04-02 20:29:33.880781
0,22.195998476205034,3.856664907054676,5.114502582187313,2022-04-02 20:29:35.880416
0,22.23367807406379,3.856664907054676,5.029063138741231,2022-04-02 20:29:37.880422
0,22.214840165496184,3.856664907054676,4.952185881314368,2022-04-02 20:29:39.879561
0,22.214840165496184,3.7985242300639013,4.863058768432365,2022-04-02 20:29:41.880279
0,22.23367807406379,3.8179044557274935,4.769106712979346,2022-04-02 20:29:43.879577
0,22.23367807406379,3.7791440044003104,4.703250517699569,2022-04-02 20:29:45.880764
0,22.214840165496184,3.8179044557274935,4.638410621729665,2022-04-02 20:29:47.879904
0,22.23367807406379,3.7791440044003104,4.574563679756238,2022-04-02 20:29:49.880321
0,22.23367807406379,3.7791440044003104,4.499226225919306,2022-04-02 20:29:51.879759
0,22.214840165496184,3.740383553073128,4.431362050986941,2022-04-02 20:29:53.880190
0,22.214840165496184,3.7016231017459447,4.3887576091030285,2022-04-02 20:29:55.879930
0,22.252512245581272,3.7016231017459447,4.3525932680787225,2022-04-02 20:29:57.880097
0,22.252512245581272,3.682242876082354,4.275335915691251,2022-04-02 20:29:59.879698
0,22.23367807406379,3.662862650418763,4.211112859269139,2022-04-02 20:30:01.879614
0,22.23367807406379,3.682242876082354,4.136533840291259,2022-04-02 20:30:03.879599
0,22.23367807406379,3.643482424755171,4.119522551202349,2022-04-02 20:30:05.879579
0,22.252512245581272,3.6241021990915794,4.052209588064309,2022-04-02 20:30:07.880319
0,22.252512245581272,3.662862650418763,4.013476206824872,2022-04-02 20:30:09.880533
0,22.23367807406379,3.6241021990915794,3.9860456370993207,2022-04-02 20:30:11.880283
0,22.214840165496184,3.6241021990915794,3.9371591277467455,2022-04-02 20:30:13.879084
0,22.23367807406379,3.643482424755171,3.899564110943492,2022-04-02 20:30:15.879680
0,22.23367807406379,3.643482424755171,3.862337414808709,2022-04-02 20:30:17.879491
0,22.214840165496184,3.6047219734279885,3.820236719388759,2022-04-02 20:30:19.880802
0,22.252512245581272,3.5853417477643976,3.783781278228286,2022-04-02 20:30:21.879888
0,22.252512245581272,3.5853417477643976,3.742548323527304,2022-04-02 20:30:23.879567
0,22.23367807406379,3.5465812964372145,3.7119205526485906,2022-04-02 20:30:25.879547
0,22.214840165496184,3.5465812964372145,3.68658931357597,2022-04-02 20:30:27.879171
0,22.23367807406379,3.5465812964372145,3.6614306306278235,2022-04-02 20:30:29.880291
0,22.23367807406379,3.5465812964372145,3.6215312776162913,2022-04-02 20:30:31.879755
0,22.271342723659984,3.527201070773623,3.5968130761388557,2022-04-02 20:30:33.880116
0,22.195998476205034,3.527201070773623,3.572261215182803,2022-04-02 20:30:35.880102
0,22.271342723659984,3.527201070773623,3.528481716228525,2022-04-02 20:30:37.880483
0,22.29016955185,3.5465812964372145,3.4995870524727817,2022-04-02 20:30:39.880384
0,22.252512245581272,3.5465812964372145,3.4947937188825873,2022-04-02 20:30:41.881081
0,22.23367807406379,3.527201070773623,3.437767612788406,2022-04-02 20:30:43.880341
0,22.252512245581272,3.527201070773623,3.423652053896931,2022-04-02 20:30:45.879874
0,22.214840165496184,3.5465812964372145,3.4049179262075246,2022-04-02 20:30:47.879854
0,22.23367807406379,3.527201070773623,3.381638378611825,2022-04-02 20:30:49.879601
0,22.252512245581272,3.5078208451100314,3.3585108855399386,2022-04-02 20:30:51.880419
0,22.252512245581272,3.5078208451100314,3.340117371831691,2022-04-02 20:30:53.879705
0,22.271342723659984,3.469060393782849,3.321819470930244,2022-04-02 20:30:55.879766
0,22.23367807406379,3.4884406194464397,3.290025980440909,2022-04-02 20:30:57.879901
0,22.271342723659984,3.5078208451100314,3.2764881638228824,2022-04-02 20:30:59.880184
0,22.23367807406379,3.4884406194464397,3.2540412907089102,2022-04-02 20:31:01.880401
0,22.23367807406379,3.469060393782849,3.2361875261628015,2022-04-02 20:31:03.879998
0,22.23367807406379,3.469060393782849,3.213998826462985,2022-04-02 20:31:05.879864
0,22.23367807406379,3.4496801681192575,3.2007536179831706,2022-04-02 20:31:07.881080
0,22.214840165496184,3.4496801681192575,3.183172080102959,2022-04-02 20:31:09.879963
0,22.252512245581272,3.4496801681192575,3.1569671102548518,2022-04-02 20:31:11.880097
0,22.271342723659984,3.4496801681192575,3.1439393070054753,2022-04-02 20:31:13.880112
